Document ID,Sentence #,Word,Tag
4.66101221754163E+017,8559,:,O
4.66101221754163E+017,8559,/,O
4.66101221754163E+017,8559,/,O
4.66101221754163E+017,8559,t,O
4.66101221754163E+017,8559,0,O
4.66101221754163E+017,8559,co,O
4.66101221754163E+017,8559,/,O
4.66101221754163E+017,8559,ZaxiB4Tnh6,O
4.66107328660795E+017,8560,@,O
4.66107328660795E+017,8560,OscarTrial199,O
4.66107328660795E+017,8560,He,O
4.66107328660795E+017,8560,',O
4.66107328660795E+017,8560,s,O
4.66107328660795E+017,8560,a,O
4.66107328660795E+017,8560,control,O
4.66107328660795E+017,8560,freak,O
4.66107328660795E+017,8560,-,O
4.66107328660795E+017,8560,that,O
4.66107328660795E+017,8560,',O
4.66107328660795E+017,8560,s,O
4.66107328660795E+017,8560,not,O
4.66107328660795E+017,8560,a,O
4.66107328660795E+017,8560,psychiatric,B-Disease
4.66107328660795E+017,8560,condition,I-Disease
4.66107328660795E+017,8560,",",O
4.66107328660795E+017,8560,or,O
4.66107328660795E+017,8560,an,O
4.66107328660795E+017,8560,anxiety,B-Disease
4.66107328660795E+017,8560,disorder,I-Disease
4.66107328660795E+017,8560,!,O
4.66107328660795E+017,8560,Complete,O
4.66107328660795E+017,8560,waste,O
4.66107328660795E+017,8560,of,O
4.66107328660795E+017,8560,time,O
4.66107328660795E+017,8560,",",O
4.66107328660795E+017,8560,money,O
4.66107328660795E+017,8560,&,O
4.66107328660795E+017,8560,amp,O
4.66107328660795E+017,8560,;,O
4.66107328660795E+017,8560,resources,O
4.66112043049701E+017,8561,@,O
4.66112043049701E+017,8561,rachjohnson0,O
4.66112043049701E+017,8561,@,O
4.66112043049701E+017,8561,DailyDose248,O
4.66112043049701E+017,8561,@,O
4.66112043049701E+017,8561,LoraRoule,O
4.66112043049701E+017,8561,previous,O
4.66112043049701E+017,8561,breakdown,O
4.66112043049701E+017,8561,0,O
4.66112043049701E+017,8561,0,O
4.66112043049701E+017,8561,0,O
4.66112043049701E+017,8561,omg,O
4.66112043049701E+017,8561,please,O
4.66112043049701E+017,8561,stop,O
4.66112043049701E+017,8561,!,O
4.66112043049701E+017,8561,Those,O
4.66112043049701E+017,8561,shaking,O
4.66112043049701E+017,8561,hands,O
4.66112043049701E+017,8561,and,O
4.66112043049701E+017,8561,Tori,O
4.66112043049701E+017,8561,!,O
4.66112043049701E+017,8561,Are,O
4.66112043049701E+017,8561,you,O
4.66112043049701E+017,8561,ok,O
4.66112043049701E+017,8561,?,O
4.66112043049701E+017,8561,Is,O
4.66112043049701E+017,8561,it,O
4.66112043049701E+017,8561,a,O
4.66112043049701E+017,8561,migraine,B-Disease
4.66112043049701E+017,8561,?,O
4.66112043049701E+017,8561,Oh,O
4.66130938393403E+017,8562,@,O
4.66130938393403E+017,8562,el,O
4.66130938393403E+017,8562,_,O
4.66130938393403E+017,8562,diabl0,O
4.66130938393403E+017,8562,_,O
4.66130938393403E+017,8562,cake,O
4.66130938393403E+017,8562,and,O
4.66130938393403E+017,8562,you,O
4.66130938393403E+017,8562,',O
4.66130938393403E+017,8562,d,O
4.66130938393403E+017,8562,probably,O
4.66130938393403E+017,8562,be,O
4.66130938393403E+017,8562,malnourished,B-Disease
4.66130938393403E+017,8562,and,O
4.66130938393403E+017,8562,have,O
4.66130938393403E+017,8562,scurvy,B-Disease
4.66139188560421E+017,8563,fuck,O
4.66139188560421E+017,8563,this,O
4.66139188560421E+017,8563,headache,B-Symptom
4.66139188560421E+017,8563,",",O
4.66139188560421E+017,8563,where,O
4.66139188560421E+017,8563,are,O
4.66139188560421E+017,8563,those,O
4.66139188560421E+017,8563,headache,B-Drug
4.66139188560421E+017,8563,tablets,I-Drug
4.66144104301466E+017,8564,Pricked,O
4.66144104301466E+017,8564,from,O
4.66144104301466E+017,8564,a,O
4.66144104301466E+017,8564,person,O
4.66144104301466E+017,8564,suspicious,O
4.66144104301466E+017,8564,of,O
4.66144104301466E+017,8564,having,O
4.66144104301466E+017,8564,some,O
4.66144104301466E+017,8564,chronic,B-Disease
4.66144104301466E+017,8564,disease,I-Disease
4.66144104301466E+017,8564,Allah,O
4.66144104301466E+017,8564,mian,O
4.66144104301466E+017,8564,bacha,O
4.66144104301466E+017,8564,lena,O
4.6615287459113E+017,8565,RT,O
4.6615287459113E+017,8565,@,O
4.6615287459113E+017,8565,ThatDamonGuy,O
4.6615287459113E+017,8565,:,O
4.6615287459113E+017,8565,How,O
4.6615287459113E+017,8565,anyone,O
4.6615287459113E+017,8565,can,O
4.6615287459113E+017,8565,argue,O
4.6615287459113E+017,8565,against,O
4.6615287459113E+017,8565,legalising,O
4.6615287459113E+017,8565,cannabis,B-Drug
4.6615287459113E+017,8565,",",O
4.6615287459113E+017,8565,but,O
4.6615287459113E+017,8565,be,O
4.6615287459113E+017,8565,in,O
4.6615287459113E+017,8565,favour,O
4.6615287459113E+017,8565,of,O
4.6615287459113E+017,8565,keeping,O
4.6615287459113E+017,8565,alcohol,O
4.6615287459113E+017,8565,legal,O
4.6615287459113E+017,8565,",",O
4.6615287459113E+017,8565,is,O
4.6615287459113E+017,8565,simply,O
4.6615287459113E+017,8565,foolish,O
4.6615287459113E+017,8565,",",O
4.6615287459113E+017,8565,ignorant,O
4.6615287459113E+017,8565,",",O
4.6615287459113E+017,8565,…,O
4.66200870011822E+017,8566,RT,O
4.66200870011822E+017,8566,@,O
4.66200870011822E+017,8566,PCapsule,O
4.66200870011822E+017,8566,:,O
4.66200870011822E+017,8566,The,O
4.66200870011822E+017,8566,principal,O
4.66200870011822E+017,8566,antioxidants,B-Drug
4.66200870011822E+017,8566,are,O
4.66200870011822E+017,8566,vitamin,B-Drug
4.66200870011822E+017,8566,E,I-Drug
4.66200870011822E+017,8566,",",O
4.66200870011822E+017,8566,beta,B-Drug
4.66200870011822E+017,8566,-,I-Drug
4.66200870011822E+017,8566,carotene,I-Drug
4.66200870011822E+017,8566,",",O
4.66200870011822E+017,8566,vitamin,B-Drug
4.66200870011822E+017,8566,C,I-Drug
4.66200870011822E+017,8566,",",O
4.66200870011822E+017,8566,and,O
4.66200870011822E+017,8566,selenium,B-Drug
4.66200870011822E+017,8566,0,O
4.66200870011822E+017,8566,Foods,O
4.66200870011822E+017,8566,Rich,O
4.66200870011822E+017,8566,in,O
4.66200870011822E+017,8566,Antioxidants,B-Drug
4.66200870011822E+017,8566,:,I-Drug
4.66200870011822E+017,8566,http,O
4.66200870011822E+017,8566,:,O
4.66200870011822E+017,8566,/,O
4.66200870011822E+017,8566,/,O
4.66200870011822E+017,8566,t,O
4.66200870011822E+017,8566,0,O
4.66200870011822E+017,8566,co,O
4.66200870011822E+017,8566,/,O
4.66200870011822E+017,8566,2Y,O
4.66200870011822E+017,8566,…,O
4.66201348162462E+017,8567,For,O
4.66201348162462E+017,8567,fuck,O
4.66201348162462E+017,8567,',O
4.66201348162462E+017,8567,s,O
4.66201348162462E+017,8567,sake,O
4.66201348162462E+017,8567,-,O
4.66201348162462E+017,8567,IMMUNIZE,O
4.66201348162462E+017,8567,YOUR,O
4.66201348162462E+017,8567,KIDS,O
4.66201348162462E+017,8567,0,O
4.66201348162462E+017,8567,"""",O
4.66201348162462E+017,8567,0,O
4.66201348162462E+017,8567,0,O
4.66201348162462E+017,8567,0,O
4.66201348162462E+017,8567,measles,B-Disease
4.66201348162462E+017,8567,can,O
4.66201348162462E+017,8567,lead,O
4.66201348162462E+017,8567,to,O
4.66201348162462E+017,8567,pneumonia,B-Disease
4.66201348162462E+017,8567,and,O
4.66201348162462E+017,8567,brain,B-Disease
4.66201348162462E+017,8567,infections,I-Disease
4.66201348162462E+017,8567,",",I-Disease
4.66201348162462E+017,8567,which,O
4.66201348162462E+017,8567,can,O
4.66201348162462E+017,8567,be,O
4.66201348162462E+017,8567,fatal,O
4.66201348162462E+017,8567,0,O
4.66201348162462E+017,8567,"""",O
4.66201348162462E+017,8567,http,O
4.66201348162462E+017,8567,:,O
4.66201348162462E+017,8567,/,O
4.66201348162462E+017,8567,/,O
4.66201348162462E+017,8567,t,O
4.66201348162462E+017,8567,0,O
4.66201348162462E+017,8567,co,O
4.66201348162462E+017,8567,/,O
4.66201348162462E+017,8567,Na9da2vsX9,O
4.66201587237392E+017,8568,Seasonal,O
4.66201587237392E+017,8568,pollen,O
4.66201587237392E+017,8568,can,O
4.66201587237392E+017,8568,trigger,O
4.66201587237392E+017,8568,allergies,B-Disease
4.66201587237392E+017,8568,and,O
4.66201587237392E+017,8568,asthma,B-Disease
4.66201587237392E+017,8568,",",O
4.66201587237392E+017,8568,but,O
4.66201587237392E+017,8568,early,O
4.66201587237392E+017,8568,intervention,O
4.66201587237392E+017,8568,can,O
4.66201587237392E+017,8568,help,O
4.66201587237392E+017,8568,0,O
4.66201587237392E+017,8568,Be,O
4.66201587237392E+017,8568,sure,O
4.66201587237392E+017,8568,to,O
4.66201587237392E+017,8568,refill,O
4.66201587237392E+017,8568,any,O
4.66201587237392E+017,8568,allergy,B-Disease
4.66201587237392E+017,8568,0,O
4.66201587237392E+017,8568,0,O
4.66201587237392E+017,8568,0,O
4.66201587237392E+017,8568,http,O
4.66201587237392E+017,8568,:,O
4.66201587237392E+017,8568,/,O
4.66201587237392E+017,8568,/,O
4.66201587237392E+017,8568,t,O
4.66201587237392E+017,8568,0,O
4.66201587237392E+017,8568,co,O
4.66201587237392E+017,8568,/,O
4.66201587237392E+017,8568,dmuC0xg6zh,O
4.66202967168004E+017,8569,I,O
4.66202967168004E+017,8569,',O
4.66202967168004E+017,8569,m,O
4.66202967168004E+017,8569,so,O
4.66202967168004E+017,8569,tired,B-Symptom
4.66202967168004E+017,8569,",",O
4.66202967168004E+017,8569,and,O
4.66202967168004E+017,8569,hungry,B-Symptom
4.66202967168004E+017,8569,0,O
4.66202967168004E+017,8569,When,O
4.66202967168004E+017,8569,I,O
4.66202967168004E+017,8569,get,O
4.66202967168004E+017,8569,home,O
4.66202967168004E+017,8569,I,O
4.66202967168004E+017,8569,going,O
4.66202967168004E+017,8569,to,O
4.66202967168004E+017,8569,knock,O
4.66202967168004E+017,8569,my,O
4.66202967168004E+017,8569,self,O
4.66202967168004E+017,8569,out,O
4.66202967168004E+017,8569,with,O
4.66202967168004E+017,8569,food,O
4.66202967168004E+017,8569,then,O
4.66202967168004E+017,8569,sleep,O
4.66202967168004E+017,8569,like,O
4.66202967168004E+017,8569,a,O
4.66202967168004E+017,8569,new,O
4.66202967168004E+017,8569,born,O
4.66202967168004E+017,8569,baby,O
4.66202967168004E+017,8569,0,O
4.66207761248711E+017,8570,RT,O
4.66207761248711E+017,8570,@,O
4.66207761248711E+017,8570,psychresearch,O
4.66207761248711E+017,8570,:,O
4.66207761248711E+017,8570,New,O
4.66207761248711E+017,8570,study,O
4.66207761248711E+017,8570,suggests,O
4.66207761248711E+017,8570,desmopressin,B-Drug
4.66207761248711E+017,8570,melt,O
4.66207761248711E+017,8570,improves,O
4.66207761248711E+017,8570,sleep,O
4.66207761248711E+017,8570,patterns,O
4.66207761248711E+017,8570,and,O
4.66207761248711E+017,8570,psychological,O
4.66207761248711E+017,8570,functioning,O
4.66207761248711E+017,8570,of,O
4.66207761248711E+017,8570,bedwetting,B-Symptom
4.66207761248711E+017,8570,child,O
4.66207761248711E+017,8570,0,O
4.66207761248711E+017,8570,0,O
4.66207761248711E+017,8570,0,O
4.66207761248711E+017,8570,http,O
4.66207761248711E+017,8570,:,O
4.66207761248711E+017,8570,/,O
4.66207761248711E+017,8570,…,O
4.66212127514972E+017,8571,im,O
4.66212127514972E+017,8571,tired,B-Symptom
4.66212127514972E+017,8571,of,O
4.66212127514972E+017,8571,being,O
4.66212127514972E+017,8571,tired,B-Symptom
4.66230909604094E+017,8572,@,O
4.66230909604094E+017,8572,normiess,O
4.66230909604094E+017,8572,_,O
4.66230909604094E+017,8572,if,O
4.66230909604094E+017,8572,I,O
4.66230909604094E+017,8572,fart,B-Symptom
4.66230909604094E+017,8572,",",O
4.66230909604094E+017,8572,I,O
4.66230909604094E+017,8572,blame,O
4.66230909604094E+017,8572,it,O
4.66230909604094E+017,8572,on,O
4.66230909604094E+017,8572,you,O
4.66230909604094E+017,8572,0,O
4.66230909604094E+017,8572,And,O
4.66230909604094E+017,8572,if,O
4.66230909604094E+017,8572,you,O
4.66230909604094E+017,8572,fart,B-Symptom
4.66230909604094E+017,8572,",",O
4.66230909604094E+017,8572,you,O
4.66230909604094E+017,8572,blame,O
4.66230909604094E+017,8572,it,O
4.66230909604094E+017,8572,on,O
4.66230909604094E+017,8572,me,O
4.66230909604094E+017,8572,0,O
4.66234588017471E+017,8573,RT,O
4.66234588017471E+017,8573,@,O
4.66234588017471E+017,8573,WHO,O
4.66234588017471E+017,8573,:,O
4.66234588017471E+017,8573,Using,O
4.66234588017471E+017,8573,water,O
4.66234588017471E+017,8573,from,O
4.66234588017471E+017,8573,unregulated,O
4.66234588017471E+017,8573,",",O
4.66234588017471E+017,8573,unprotected,O
4.66234588017471E+017,8573,groundwater,O
4.66234588017471E+017,8573,sources,O
4.66234588017471E+017,8573,puts,O
4.66234588017471E+017,8573,people,O
4.66234588017471E+017,8573,at,O
4.66234588017471E+017,8573,high,O
4.66234588017471E+017,8573,risk,O
4.66234588017471E+017,8573,of,O
4.66234588017471E+017,8573,diarrhoea,B-Symptom
4.66234588017471E+017,8573,",",O
4.66234588017471E+017,8573,typhoid,B-Disease
4.66234588017471E+017,8573,",",O
4.66234588017471E+017,8573,polio,B-Disease
4.66234588017471E+017,8573,#,O
4.66234588017471E+017,8573,Aleppo,O
4.66243270251913E+017,8574,The,O
4.66243270251913E+017,8574,mine,O
4.66243270251913E+017,8574,companies,O
4.66243270251913E+017,8574,and,O
4.66243270251913E+017,8574,unions,O
4.66243270251913E+017,8574,are,O
4.66243270251913E+017,8574,putting,O
4.66243270251913E+017,8574,ordinary,O
4.66243270251913E+017,8574,",",O
4.66243270251913E+017,8574,hungry,B-Symptom
4.66243270251913E+017,8574,workers,O
4.66243270251913E+017,8574,in,O
4.66243270251913E+017,8574,such,O
4.66243270251913E+017,8574,a,O
4.66243270251913E+017,8574,difficult,O
4.66243270251913E+017,8574,position,O
4.66243270251913E+017,8574,and,O
4.66243270251913E+017,8574,its,O
4.66243270251913E+017,8574,freezing,O
4.66243270251913E+017,8574,cold,O
4.66243270251913E+017,8574,#,O
4.66243270251913E+017,8574,platinumstrike,O
4.66247372243083E+017,8575,I,O
4.66247372243083E+017,8575,love,O
4.66247372243083E+017,8575,how,O
4.66247372243083E+017,8575,the,O
4.66247372243083E+017,8575,simple,O
4.66247372243083E+017,8575,runny,B-Symptom
4.66247372243083E+017,8575,nose,I-Symptom
4.66247372243083E+017,8575,and,O
4.66247372243083E+017,8575,cough,B-Symptom
4.66247372243083E+017,8575,I,O
4.66247372243083E+017,8575,had,O
4.66247372243083E+017,8575,a,O
4.66247372243083E+017,8575,few,O
4.66247372243083E+017,8575,days,O
4.66247372243083E+017,8575,ago,O
4.66247372243083E+017,8575,turned,O
4.66247372243083E+017,8575,into,O
4.66247372243083E+017,8575,bronchitis,B-Disease
4.66247372243083E+017,8575,0,O
4.66247372243083E+017,8575,Yay,O
4.66247372243083E+017,8575,for,O
4.66247372243083E+017,8575,sickness,B-Symptom
4.66247372243083E+017,8575,/,O
4.66247372243083E+017,8575,exhaustion,B-Symptom
4.66247372243083E+017,8575,/,O
4.66247372243083E+017,8575,pain,B-Symptom
4.66247372243083E+017,8575,0,O
4.66261020508308E+017,8576,RT,O
4.66261020508308E+017,8576,@,O
4.66261020508308E+017,8576,1002health,O
4.66261020508308E+017,8576,:,O
4.66261020508308E+017,8576,Many,O
4.66261020508308E+017,8576,people,O
4.66261020508308E+017,8576,with,O
4.66261020508308E+017,8576,type,B-Disease
4.66261020508308E+017,8576,2,I-Disease
4.66261020508308E+017,8576,diabetes,I-Disease
4.66261020508308E+017,8576,love,O
4.66261020508308E+017,8576,potatoes,O
4.66261020508308E+017,8576,",",O
4.66261020508308E+017,8576,but,O
4.66261020508308E+017,8576,can,O
4.66261020508308E+017,8576,',O
4.66261020508308E+017,8576,t,O
4.66261020508308E+017,8576,afford,O
4.66261020508308E+017,8576,the,O
4.66261020508308E+017,8576,starch,O
4.66261020508308E+017,8576,0,O
4.66261020508308E+017,8576,Sweet,O
4.66261020508308E+017,8576,potatoes,O
4.66261020508308E+017,8576,are,O
4.66261020508308E+017,8576,a,O
4.66261020508308E+017,8576,great,O
4.66261020508308E+017,8576,alternative,O
4.66261020508308E+017,8576,",",O
4.66261020508308E+017,8576,high,O
4.66261020508308E+017,8576,i,O
4.66261020508308E+017,8576,…,O
4.66262991852565E+017,8577,Not,O
4.66262991852565E+017,8577,tonight,O
4.66262991852565E+017,8577,",",O
4.66262991852565E+017,8577,honey,O
4.66262991852565E+017,8577,0,O
4.66262991852565E+017,8577,I,O
4.66262991852565E+017,8577,have,O
4.66262991852565E+017,8577,a,O
4.66262991852565E+017,8577,headache,B-Symptom
4.66262991852565E+017,8577,0,O
4.66262991852565E+017,8577,How,O
4.66262991852565E+017,8577,to,O
4.66262991852565E+017,8577,prevent,O
4.66262991852565E+017,8577,wine,B-Symptom
4.66262991852565E+017,8577,headaches,I-Symptom
4.66262991852565E+017,8577,so,O
4.66262991852565E+017,8577,you,O
4.66262991852565E+017,8577,can,O
4.66262991852565E+017,8577,enjoy,O
4.66262991852565E+017,8577,your,O
4.66262991852565E+017,8577,glass,O
4.66262991852565E+017,8577,-,O
4.66262991852565E+017,8577,&,O
4.66262991852565E+017,8577,gt,O
4.66262991852565E+017,8577,;,O
4.66262991852565E+017,8577,http,O
4.66262991852565E+017,8577,:,O
4.66262991852565E+017,8577,/,O
4.66262991852565E+017,8577,/,O
4.66262991852565E+017,8577,t,O
4.66262991852565E+017,8577,0,O
4.66262991852565E+017,8577,co,O
4.66262991852565E+017,8577,/,O
4.66262991852565E+017,8577,2gzga4oW3U,O
4.66262991852565E+017,8577,@,O
4.66262991852565E+017,8577,vinepair,O
4.66270394802905E+017,8578,#,O
4.66270394802905E+017,8578,Trucking,O
4.66270394802905E+017,8578,industry,O
4.66270394802905E+017,8578,takes,O
4.66270394802905E+017,8578,long,O
4.66270394802905E+017,8578,",",O
4.66270394802905E+017,8578,hard,O
4.66270394802905E+017,8578,look,O
4.66270394802905E+017,8578,at,O
4.66270394802905E+017,8578,@,O
4.66270394802905E+017,8578,dot,O
4.66270394802905E+017,8578,_,O
4.66270394802905E+017,8578,safety,O
4.66270394802905E+017,8578,',O
4.66270394802905E+017,8578,s,O
4.66270394802905E+017,8578,proposed,O
4.66270394802905E+017,8578,drug,O
4.66270394802905E+017,8578,&,O
4.66270394802905E+017,8578,amp,O
4.66270394802905E+017,8578,;,O
4.66270394802905E+017,8578,alcohol,B-Drug
4.66270394802905E+017,8578,clearinghouse,O
4.66270394802905E+017,8578,rule,O
4.66270394802905E+017,8578,:,O
4.66270394802905E+017,8578,http,O
4.66270394802905E+017,8578,:,O
4.66270394802905E+017,8578,/,O
4.66270394802905E+017,8578,/,O
4.66270394802905E+017,8578,t,O
4.66270394802905E+017,8578,0,O
4.66270394802905E+017,8578,co,O
4.66270394802905E+017,8578,/,O
4.66270394802905E+017,8578,uXsiZQ30lq,O
4.66271606931988E+017,8579,You,O
4.66271606931988E+017,8579,',O
4.66271606931988E+017,8579,re,O
4.66271606931988E+017,8579,like,O
4.66271606931988E+017,8579,a,O
4.66271606931988E+017,8579,drug,O
4.66271606931988E+017,8579,for,O
4.66271606931988E+017,8579,me,O
4.66271606931988E+017,8579,",",O
4.66271606931988E+017,8579,my,O
4.66271606931988E+017,8579,own,O
4.66271606931988E+017,8579,personal,O
4.66271606931988E+017,8579,brand,O
4.66271606931988E+017,8579,of,O
4.66271606931988E+017,8579,heroin,B-Drug
4.66271606931988E+017,8579,0,O
4.66271606931988E+017,8579,0,O
4.66271606931988E+017,8579,0,O
4.66273582486524E+017,8580,Thank,O
4.66273582486524E+017,8580,you,O
4.66273582486524E+017,8580,alcohol,O
4.66273582486524E+017,8580,for,O
4.66273582486524E+017,8580,this,O
4.66273582486524E+017,8580,hangover,B-Symptom
4.66273582486524E+017,8580,0,O
4.66273582486524E+017,8580,0,O
4.66273582486524E+017,8580,0,O
4.66273582486524E+017,8580,Even,O
4.66273582486524E+017,8580,better,O
4.66273582486524E+017,8580,thank,O
4.66273582486524E+017,8580,you,O
4.66273582486524E+017,8580,Wawa,O
4.66273582486524E+017,8580,🙏,O
4.66273582486524E+017,8580,#,O
4.66273582486524E+017,8580,iloveyoufood,O
4.66273582486524E+017,8580,http,O
4.66273582486524E+017,8580,:,O
4.66273582486524E+017,8580,/,O
4.66273582486524E+017,8580,/,O
4.66273582486524E+017,8580,t,O
4.66273582486524E+017,8580,0,O
4.66273582486524E+017,8580,co,O
4.66273582486524E+017,8580,/,O
4.66273582486524E+017,8580,qEGn2ZzAZC,O
4.66273683112075E+017,8581,RT,O
4.66273683112075E+017,8581,@,O
4.66273683112075E+017,8581,DaddyJew,O
4.66273683112075E+017,8581,:,O
4.66273683112075E+017,8581,It,O
4.66273683112075E+017,8581,',O
4.66273683112075E+017,8581,s,O
4.66273683112075E+017,8581,cute,O
4.66273683112075E+017,8581,how,O
4.66273683112075E+017,8581,kids,O
4.66273683112075E+017,8581,think,O
4.66273683112075E+017,8581,band,O
4.66273683112075E+017,8581,aids,O
4.66273683112075E+017,8581,automatically,O
4.66273683112075E+017,8581,take,O
4.66273683112075E+017,8581,away,O
4.66273683112075E+017,8581,all,O
4.66273683112075E+017,8581,the,O
4.66273683112075E+017,8581,pain,B-Symptom
4.66273683112075E+017,8581,and,O
4.66273683112075E+017,8581,make,O
4.66273683112075E+017,8581,everything,O
4.66273683112075E+017,8581,better,O
4.66273683112075E+017,8581,0,O
4.66273683112075E+017,8581,That,O
4.66273683112075E+017,8581,',O
4.66273683112075E+017,8581,s,O
4.66273683112075E+017,8581,alcohols,O
4.66273683112075E+017,8581,job,O
4.66273683112075E+017,8581,you,O
4.66273683112075E+017,8581,l,O
4.66273683112075E+017,8581,…,O
4.6629327473961E+017,8582,You,O
4.6629327473961E+017,8582,are,O
4.6629327473961E+017,8582,the,O
4.6629327473961E+017,8582,itch,B-Symptom
4.6629327473961E+017,8582,thats,O
4.6629327473961E+017,8582,on,O
4.6629327473961E+017,8582,my,O
4.6629327473961E+017,8582,back,O
4.6629327473961E+017,8582,0,O
4.6629327473961E+017,8582,You,O
4.6629327473961E+017,8582,are,O
4.6629327473961E+017,8582,the,O
4.6629327473961E+017,8582,gum,O
4.6629327473961E+017,8582,under,O
4.6629327473961E+017,8582,my,O
4.6629327473961E+017,8582,shoe,O
4.6629327473961E+017,8582,0,O
4.6629327473961E+017,8582,You,O
4.6629327473961E+017,8582,are,O
4.6629327473961E+017,8582,the,O
4.6629327473961E+017,8582,horrors,O
4.6629327473961E+017,8582,of,O
4.6629327473961E+017,8582,my,O
4.6629327473961E+017,8582,past,O
4.6629327473961E+017,8582,0,O
4.6629327473961E+017,8582,You,O
4.6629327473961E+017,8582,are,O
4.6629327473961E+017,8582,the,O
4.6629327473961E+017,8582,chill,O
